Player,Pokémon,Sim_Score,#,HP,Attack,Defense,Special,Speed,HP_scale,Attack_scale,Defense_scale,Special_scale,Speed_scale,TOI_GP,xEVO_GAR,xEVD_GAR,xST_GAR,Pens_GAR,TOI_GP_scale,xEVO_GAR_scale,xEVD_GAR_scale,xST_GAR_scale,Pens_GAR_scale
Nikolaj Ehlers,Raichu,85.6,26,60,90,55,90,100,0.476821192,0.754966887,0.341059603,0.758278146,0.880794702,15.66888889,5.8,-1.1,1.5,2.8,0.499408284,0.823076923,0.256804734,0.788757396,0.966272189
Nils Aman,Horsea,66.6,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,12.70147059,-3.8,0,0.5,0,0.26035503,0.040236686,0.441420118,0.646153846,0.392307692
Nils Hoglander,Charmeleon,65.8,5,58,64,58,65,80,0.417218543,0.387417219,0.397350993,0.490066225,0.649006623,12.056,0.8,-0.9,0,0.6,0.203550296,0.505325444,0.279881657,0.428994083,0.638461538
Nils Lundkvist,Weepinbell,85.6,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,16.30833333,6.1,-1.7,1,-0.3,0.55739645,0.834319527,0.195266272,0.727218935,0.253254438
Nino Niederreiter,Scyther,57,123,70,110,80,55,105,0.678807947,0.92384106,0.715231788,0.367549669,0.92384106,16.28589744,10,2.6,-1.6,2.6,0.55147929,0.926627219,0.830177515,0.078106509,0.955029586
Noah Cates,Tangela,42.9,114,65,55,115,100,60,0.602649007,0.28807947,0.953642384,0.844370861,0.413907285,17.77317073,-1.9,8.1,0.6,1,0.704142012,0.138461538,0.989940828,0.662130178,0.761538462
Noah Dobson,Magmar,41.4,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,20.38076923,5.7,-5.5,1.3,1.3,0.880473373,0.820118343,0.040828402,0.759763314,0.814792899
Noah Gregor,Growlithe,57.3,58,55,70,45,50,60,0.387417219,0.496688742,0.185430464,0.294701987,0.413907285,12.97368421,3.4,-5.6,-0.4,-0.3,0.281656805,0.721301775,0.036686391,0.238461538,0.253254438
Noah Hanifin,Kangaskhan,48.4,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,22.62345679,4.3,-0.5,-2.1,0.7,0.95739645,0.762721893,0.346153846,0.053846154,0.681656805
Noah Juulsen,Wartortle,88.7,8,59,63,80,65,58,0.42384106,0.377483444,0.715231788,0.490066225,0.38410596,14.96666667,0.5,1.3,0,-0.1,0.443786982,0.467455621,0.686982249,0.428994083,0.340828402
Noel Acciari,Kabutops,44.1,141,60,115,105,70,80,0.476821192,0.947019868,0.920529801,0.559602649,0.649006623,14.31298701,2,5.5,0,1.6,0.386982249,0.615384615,0.966272189,0.428994083,0.859171598
Oliver Bjorkstrand,Raticate,78.1,20,55,81,60,50,97,0.387417219,0.642384106,0.430463576,0.294701987,0.847682119,15.62345679,2.1,-0.9,-0.4,1.4,0.493491124,0.622485207,0.279881657,0.238461538,0.830769231
Oliver Ekman-Larsson,Pidgeotto,48.3,17,63,60,55,50,71,0.543046358,0.341059603,0.341059603,0.294701987,0.57615894,20.17592593,-0.5,-2.4,-0.3,0.7,0.867455621,0.303550296,0.141420118,0.279289941,0.681656805
Oliver Wahlstrom,Squirtle,76.1,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,12.16285714,-0.2,1,-0.4,-0.4,0.220118343,0.346745562,0.626627219,0.238461538,0.219526627
Olle Lycksell,Bulbasaur,79.8,1,45,49,49,65,45,0.254966887,0.205298013,0.231788079,0.490066225,0.225165563,10.5625,-1.1,-1.2,0,-0.7,0.106508876,0.21183432,0.243195266,0.428994083,0.139053254
Olli Maatta,Ninetales,72.8,38,73,76,75,100,100,0.701986755,0.562913907,0.639072848,0.844370861,0.880794702,18.70641026,0.8,2.3,0.9,1.4,0.769230769,0.505325444,0.800591716,0.715976331,0.830769231
Ondrej Palat,Raticate,74.9,20,55,81,60,50,97,0.387417219,0.642384106,0.430463576,0.294701987,0.847682119,15.53469388,2.4,0.5,-0.8,1,0.486390533,0.646153846,0.535502959,0.159171598,0.761538462
Oskar Lindblom,Kakuna,70.1,14,45,25,50,25,35,0.254966887,0.033112583,0.264900662,0.039735099,0.105960265,10.5739726,-3.5,-1.2,-0.4,-1,0.110059172,0.05443787,0.243195266,0.238461538,0.088757396
Oskar Sundqvist,Charmeleon,67.7,5,58,64,58,65,80,0.417218543,0.387417219,0.397350993,0.490066225,0.649006623,13.86567164,-0.2,-0.6,0.7,1.2,0.349112426,0.346745562,0.332544379,0.682840237,0.798816568
Otto Koivula,Horsea,60.7,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,6.8625,-0.2,0.2,0,0,0.002366864,0.346745562,0.479289941,0.428994083,0.392307692
Owen Power,Beedrill,33.6,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,23.80886076,3.6,-2.6,-0.8,1.8,0.977514793,0.727810651,0.128402367,0.159171598,0.89112426
Owen Tippett,Magmar,57.3,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,17.42727273,7.9,-2.4,3.6,1.5,0.671005917,0.868047337,0.141420118,0.924852071,0.84556213
Parker Kelly,Horsea,71,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,10.52,-4.7,0.7,0.1,0.6,0.10295858,0.020710059,0.575147929,0.526035503,0.638461538
Parker Wotherspoon,Wartortle,65.2,8,59,63,80,65,58,0.42384106,0.377483444,0.715231788,0.490066225,0.38410596,13.325,2,1.6,0.1,-0.2,0.310059172,0.615384615,0.733727811,0.526035503,0.293491124
Patric Hornqvist,Magikarp,64,129,20,10,55,20,80,0.013245033,0.013245033,0.341059603,0.013245033,0.649006623,9.268181818,-1.6,0.4,-0.7,0.8,0.041420118,0.159763314,0.513017751,0.183431953,0.707692308
Patrice Bergeron,Articuno,67.7,144,90,85,100,125,85,0.864238411,0.715231788,0.894039735,0.970198675,0.698675497,17.38846154,8.2,4.9,4.5,0.7,0.663905325,0.875739645,0.955029586,0.949704142,0.681656805
Patrick Brown,Omanyte,84.2,138,35,40,100,90,35,0.099337748,0.089403974,0.894039735,0.758278146,0.105960265,11.37704918,-2,3,0.4,-1,0.153846154,0.129585799,0.860946746,0.626627219,0.088757396
Patrick Kane,Machop,51.4,66,70,80,50,35,35,0.678807947,0.602649007,0.264900662,0.109271523,0.105960265,19.3109589,3.8,-7.9,-3.2,-0.2,0.807100592,0.737278107,0.013017751,0.018343195,0.293491124
Patrick Maroon,Squirtle,74.7,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,10.35,-1.3,0.6,-0.1,-1.5,0.093491124,0.191715976,0.555621302,0.336094675,0.038461538
Patrik Laine,Victreebel,74.1,71,80,105,65,100,70,0.778145695,0.88410596,0.503311258,0.844370861,0.536423841,19.12,8.1,1.5,2.8,0.3,0.792899408,0.872189349,0.718343195,0.891715976,0.520710059
Patrik Nemeth,Venonat,47.1,48,60,55,50,40,45,0.476821192,0.28807947,0.264900662,0.165562914,0.225165563,17.772,-6.2,-1.4,-4.8,-0.2,0.70295858,0.00591716,0.219526627,0.002366864,0.293491124
Paul Cotter,Ponyta,57.4,77,50,85,55,65,90,0.321192053,0.715231788,0.341059603,0.490066225,0.761589404,12.82727273,3.2,-5.2,-0.1,1,0.269822485,0.708284024,0.047928994,0.336094675,0.761538462
Paul Stastny,Bellsprout,54.7,69,50,75,35,70,40,0.321192053,0.546357616,0.089403974,0.559602649,0.152317881,11.86986301,3.1,-1.3,0.5,0,0.192899408,0.701775148,0.228402367,0.646153846,0.392307692
Pavel Buchnevich,Flareon,51.1,136,65,130,60,110,65,0.602649007,0.983443709,0.430463576,0.907284768,0.466887417,19.45238095,13.5,-0.1,3.7,-0.6,0.822485207,0.96035503,0.418343195,0.928402367,0.160946746
Pavel Dorofeyev,Ivysaur,72.7,2,60,62,63,80,60,0.476821192,0.367549669,0.463576159,0.655629139,0.413907285,14.22777778,1.3,0.4,0.9,0.1,0.378698225,0.559763314,0.513017751,0.715976331,0.437278107
Pavel Zacha,Magmar,73.2,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,16.05731707,11,0.1,1.6,0.7,0.533727811,0.937278107,0.463313609,0.8,0.681656805
Pavol Regenda,Charmander,70.6,4,39,52,43,50,65,0.132450331,0.261589404,0.152317881,0.294701987,0.466887417,10.54285714,-0.1,-0.9,-0.1,0.6,0.105325444,0.371005917,0.279881657,0.336094675,0.638461538
Peyton Krebs,Cubone,98.2,104,50,50,95,40,35,0.321192053,0.231788079,0.844370861,0.165562914,0.105960265,13.84324324,-1,2.7,-0.6,-0.7,0.346745562,0.231360947,0.839053254,0.204733728,0.139053254
Phil Kessel,Bellsprout,42.2,69,50,75,35,70,40,0.321192053,0.546357616,0.089403974,0.559602649,0.152317881,12.80365854,6.4,-5.4,-0.3,-1.4,0.268639053,0.84556213,0.044378698,0.264497041,0.046745562
Philip Broberg,Seadra,66.2,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,12.60434783,1.8,2,0.5,1,0.255621302,0.601775148,0.773964497,0.646153846,0.761538462
Philip Tomasino,Alakazam,72.8,65,55,50,45,135,120,0.387417219,0.231788079,0.185430464,0.993377483,0.970198675,15.59354839,-2.6,-0.8,3.1,2,0.488757396,0.092307692,0.297633136,0.905325444,0.914792899
Philipp Kurashev,Beedrill,41.5,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,17.41714286,0.2,-7.6,-2.3,2.2,0.667455621,0.421893491,0.015384615,0.041420118,0.932544379
Philippe Myers,Kabuto,67.1,140,30,80,90,45,55,0.052980132,0.602649007,0.804635762,0.221854305,0.337748344,11.54545455,1.7,1.3,0,0,0.164497041,0.59112426,0.686982249,0.428994083,0.392307692
Phillip Danault,Blastoise,81,9,79,83,100,85,78,0.741721854,0.67218543,0.894039735,0.715231788,0.622516556,18.33170732,4.9,2.5,1.6,0.4,0.736094675,0.78816568,0.821301775,0.8,0.556213018
Phillip Di Giuseppe,Parasect,78.1,47,60,95,80,80,30,0.476821192,0.804635762,0.715231788,0.655629139,0.062913907,14.57,2.7,2.2,0.6,-0.6,0.409467456,0.671005917,0.79112426,0.662130178,0.160946746
Pierre Engvall,Cloyster,55.3,91,50,95,180,85,70,0.321192053,0.804635762,1,0.715231788,0.536423841,13.63684211,11.1,2.3,0.2,-0.1,0.332544379,0.938461538,0.800591716,0.553254438,0.340828402
Pierre-Edouard Bellemare,Magikarp,76.6,129,20,10,55,20,80,0.013245033,0.013245033,0.341059603,0.013245033,0.649006623,11.28219178,-2.6,-0.7,-1.3,0.4,0.147928994,0.092307692,0.315976331,0.104142012,0.556213018
Pierre-Luc Dubois,Magmar,67.3,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,18.45205479,5.6,-1.2,2.5,1.8,0.743195266,0.815976331,0.243195266,0.873372781,0.89112426
Pierre-Olivier Joseph,Weepinbell,60.2,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,15.24933333,5.5,-3.9,1.8,-0.6,0.471005917,0.811242604,0.075739645,0.826035503,0.160946746
Pius Suter,Cloyster,60.4,91,50,95,180,85,70,0.321192053,0.804635762,1,0.715231788,0.536423841,14.06202532,4.7,4.7,2.5,1.2,0.362130178,0.781065089,0.94556213,0.873372781,0.798816568
Pontus Holmberg,Goldeen,76.7,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,10.41891892,0.5,0.3,-0.2,0.4,0.09704142,0.467455621,0.493491124,0.29704142,0.556213018
Quinn Hughes,Zapdos,54.4,145,90,90,85,125,100,0.864238411,0.754966887,0.768211921,0.970198675,0.880794702,25.66153846,0.7,3.9,2.2,2.6,0.996449704,0.490532544,0.91183432,0.856213018,0.955029586
Quinton Byfield,Cubone,70.4,104,50,50,95,40,35,0.321192053,0.231788079,0.844370861,0.165562914,0.105960265,14.06415094,-4.9,1.8,-0.5,-0.7,0.363313609,0.017159763,0.750295858,0.220118343,0.139053254
Radek Faksa,Marowak,75.6,105,60,80,110,50,45,0.476821192,0.602649007,0.933774834,0.294701987,0.225165563,13.72098765,2.8,7,0,-0.4,0.340828402,0.678106509,0.982248521,0.428994083,0.219526627
Radim Simek,Gloom,74.7,44,60,65,70,85,40,0.476821192,0.430463576,0.586092715,0.715231788,0.152317881,14.625,0.3,2,0.4,-0.6,0.414201183,0.437278107,0.773964497,0.626627219,0.160946746
Radim Zohorna,Charmander,62.9,4,39,52,43,50,65,0.132450331,0.261589404,0.152317881,0.294701987,0.466887417,8.55,-0.1,-0.4,0,0.3,0.020118343,0.371005917,0.359763314,0.428994083,0.520710059
Radko Gudas,Rhyhorn,55.6,111,80,85,95,30,25,0.778145695,0.715231788,0.844370861,0.069536424,0.033112583,17.36944444,0.1,4.9,-1.5,-1.4,0.661538462,0.408284024,0.955029586,0.086982249,0.046745562
Rafael Harvey-Pinard,Fearow,71.5,22,65,90,65,61,100,0.602649007,0.754966887,0.503311258,0.450331126,0.880794702,17.22941176,3.6,1.4,0,1,0.653254438,0.727810651,0.701183432,0.428994083,0.761538462
Rasmus Andersson,Magmar,45.6,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,24.08860759,5.2,-1.1,0.6,2,0.981065089,0.799408284,0.256804734,0.671597633,0.914792899
Rasmus Asplund,Voltorb,72.5,100,40,30,50,55,100,0.178807947,0.043046358,0.264900662,0.367549669,0.880794702,10.96304348,-1.5,-0.3,-0.1,0.9,0.133727811,0.170414201,0.378106509,0.336094675,0.732544379
Rasmus Dahlin,Exeggutor,58.6,103,95,95,85,125,55,0.917218543,0.804635762,0.768211921,0.970198675,0.337748344,25.77692308,9.4,5.7,4.6,-0.8,0.997633136,0.91183432,0.971597633,0.953846154,0.120118343
Rasmus Kupari,Staryu,74.9,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,10.0969697,-1.2,0.1,0.9,0.6,0.075739645,0.198816568,0.463313609,0.715976331,0.638461538
Rasmus Ristolainen,Tangela,48.6,114,65,55,115,100,60,0.602649007,0.28807947,0.953642384,0.844370861,0.413907285,19.02432432,-3.1,6,0.8,-0.5,0.789349112,0.065680473,0.975147929,0.701183432,0.18816568
Rasmus Sandin,Magmar,46.9,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,19.32676056,12.2,-4.3,0.8,1.6,0.809467456,0.946153846,0.068639053,0.695266272,0.859171598
Reese Johnson,Vulpix,74.7,37,38,41,40,65,65,0.125827815,0.105960265,0.132450331,0.490066225,0.466887417,11.0122807,-2.7,-0.6,0.1,0,0.136094675,0.085798817,0.332544379,0.526035503,0.392307692
Reilly Smith,Weepinbell,71.5,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,16.96923077,3,-1.3,2.1,0.3,0.629585799,0.692307692,0.228402367,0.84852071,0.520710059
Rem Pitlick,Nidoran (M),71.4,32,46,57,40,40,50,0.278145695,0.317880795,0.132450331,0.165562914,0.284768212,12.92173913,0.8,-7.1,-0.7,-0.5,0.276923077,0.505325444,0.020118343,0.183431953,0.18816568
Rickard Rakell,Magmar,52.3,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,18.43780488,4.8,-2.7,3.9,1,0.742011834,0.784615385,0.123076923,0.931360947,0.761538462
Ridly Greig,Koffing,68.4,109,40,65,95,60,35,0.178807947,0.430463576,0.844370861,0.42384106,0.105960265,12.9,1.1,1.1,-0.1,-0.9,0.272189349,0.537869822,0.644970414,0.336094675,0.10295858
Riley Stillman,Growlithe,85,58,55,70,45,50,60,0.387417219,0.496688742,0.185430464,0.294701987,0.413907285,14.642,1.1,-2.2,0,0.1,0.415384615,0.537869822,0.159763314,0.428994083,0.437278107
Robby Fabbri,Seel,80.9,86,65,45,55,70,45,0.602649007,0.142384106,0.341059603,0.559602649,0.225165563,15.99642857,-2.1,-1.2,0.6,-0.2,0.527810651,0.123076923,0.243195266,0.662130178,0.293491124
Robert Bortuzzo,Sandshrew,88,27,50,75,85,30,40,0.321192053,0.546357616,0.768211921,0.069536424,0.152317881,12.57906977,0.6,1.9,-2.3,-1.1,0.250887574,0.481656805,0.762721893,0.043195266,0.072781065
Robert Hagg,Sandshrew,74,27,50,75,85,30,40,0.321192053,0.546357616,0.768211921,0.069536424,0.152317881,15.52631579,0.5,1.7,-0.7,-0.9,0.485207101,0.467455621,0.742011834,0.183431953,0.10295858
Robert Thomas,Magmar,61.7,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,19.34383562,5.3,-1.2,1.2,0.6,0.81183432,0.803550296,0.243195266,0.749112426,0.638461538
Robin Salo,Goldeen,69.5,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,11.17272727,1.5,-0.9,0,0.1,0.143195266,0.572781065,0.279881657,0.428994083,0.437278107
Roland McKeown,Bulbasaur,89.4,1,45,49,49,65,45,0.254966887,0.205298013,0.231788079,0.490066225,0.225165563,12.98333333,-0.6,-1.6,0,-0.3,0.284023669,0.292307692,0.201775148,0.428994083,0.253254438
Roman Josi,Zapdos,70.8,145,90,90,85,125,100,0.864238411,0.754966887,0.768211921,0.970198675,0.880794702,25.16716418,5.9,0.7,5.6,1.6,0.992899408,0.827810651,0.575147929,0.965680473,0.859171598
Roope Hintz,Flareon,63,136,65,130,60,110,65,0.602649007,0.983443709,0.430463576,0.907284768,0.466887417,17.55753425,12.9,-1,9.2,0.7,0.684023669,0.95147929,0.266272189,0.99408284,0.681656805
Ross Colton,Ponyta,68.9,77,50,85,55,65,90,0.321192053,0.715231788,0.341059603,0.490066225,0.761589404,12.35679012,3.1,-2.4,0,0.6,0.236686391,0.701775148,0.141420118,0.428994083,0.638461538
Ross Johnston,Squirtle,68.3,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,7.8,-1.5,0.2,0,-0.5,0.010650888,0.170414201,0.479289941,0.428994083,0.18816568
Rourke Chartier,Staryu,57.2,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,10.33333333,0,0.4,0.2,0.4,0.092307692,0.390532544,0.513017751,0.573964497,0.556213018
Rudolfs Balcers,Goldeen,73.7,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,10.20588235,0.3,0.2,0,0.1,0.085207101,0.437278107,0.479289941,0.428994083,0.437278107
Ryan Carpenter,Oddish,69.3,43,45,50,55,75,30,0.254966887,0.231788079,0.341059603,0.609271523,0.062913907,9.15,-0.6,-0.2,0.7,-0.7,0.039053254,0.292307692,0.398224852,0.682840237,0.139053254
Ryan Donato,Doduo,75.4,84,35,85,45,35,75,0.099337748,0.715231788,0.185430464,0.109271523,0.59602649,11.25633803,4.7,-1.2,-0.2,0.5,0.146745562,0.781065089,0.243195266,0.29704142,0.595266272
Ryan Graves,Weepinbell,53.1,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,19.95128205,5.7,-2.3,2.2,0.3,0.852071006,0.820118343,0.15147929,0.856213018,0.520710059
Ryan Hartman,Machop,63.9,66,70,80,50,35,35,0.678807947,0.602649007,0.264900662,0.109271523,0.105960265,16.28474576,5.3,-1.2,-0.7,-0.3,0.550295858,0.803550296,0.243195266,0.183431953,0.253254438
Ryan Johansen,Parasect,61.3,47,60,95,80,80,30,0.476821192,0.804635762,0.715231788,0.655629139,0.062913907,15.73090909,3.1,0,0.2,-1.7,0.507692308,0.701775148,0.441420118,0.573964497,0.019526627
Ryan Lindgren,Tangela,54.4,114,65,55,115,100,60,0.602649007,0.28807947,0.953642384,0.844370861,0.413907285,18.85396825,-3.9,3.9,1.5,-0.3,0.781065089,0.035502959,0.91183432,0.788757396,0.253254438
Ryan Lomberg,Bellsprout,59.5,69,50,75,35,70,40,0.321192053,0.546357616,0.089403974,0.559602649,0.152317881,11.30853659,5.1,-2.1,0.4,-0.5,0.15147929,0.795857988,0.166863905,0.626627219,0.18816568
Ryan McDonagh,Jynx,40.4,124,65,50,35,95,95,0.602649007,0.231788079,0.089403974,0.78807947,0.82781457,21.52112676,-1.8,-3,0.1,0.7,0.926627219,0.14556213,0.113017751,0.526035503,0.681656805
Ryan McLeod,Parasect,79.5,47,60,95,80,80,30,0.476821192,0.804635762,0.715231788,0.655629139,0.062913907,14.18596491,5.4,1.1,0.8,-0.5,0.370414201,0.807692308,0.644970414,0.701183432,0.18816568
Ryan Murray,Bulbasaur,69.8,1,45,49,49,65,45,0.254966887,0.205298013,0.231788079,0.490066225,0.225165563,13.12307692,-1.4,0,0.3,-0.2,0.293491124,0.184023669,0.441420118,0.600591716,0.293491124
Ryan Nugent-Hopkins,Exeggutor,75.2,103,95,95,85,125,55,0.917218543,0.804635762,0.768211921,0.970198675,0.337748344,19.79878049,7,1.1,8.9,-0.5,0.846153846,0.85739645,0.644970414,0.992899408,0.18816568
Ryan O'Reilly,Machoke,54.7,67,80,100,70,50,45,0.778145695,0.844370861,0.586092715,0.294701987,0.225165563,17.94716981,10,1.3,-1.4,0.2,0.715976331,0.926627219,0.686982249,0.09704142,0.480473373
Ryan Poehling,Mr. Mime,67.1,122,40,45,65,100,90,0.178807947,0.142384106,0.503311258,0.844370861,0.761589404,11.76981132,-0.1,0.1,1.3,1.7,0.183431953,0.371005917,0.463313609,0.767455621,0.873964497
Ryan Pulock,Jynx,58.2,124,65,50,35,95,95,0.602649007,0.231788079,0.089403974,0.78807947,0.82781457,20.90487805,-2,-2.7,1.5,2,0.901775148,0.129585799,0.123076923,0.788757396,0.914792899
Ryan Reaves,Pikachu,70.8,25,35,55,30,50,90,0.099337748,0.28807947,0.046357616,0.294701987,0.761589404,9.316438356,-0.2,-1.8,0,0.6,0.04260355,0.346745562,0.186390533,0.428994083,0.638461538
Ryan Strome,Machop,50.3,66,70,80,50,35,35,0.678807947,0.602649007,0.264900662,0.109271523,0.105960265,17.0304878,6.3,-13.1,-3,-3.2,0.633136095,0.842011834,0.001183432,0.025443787,0.001183432
Ryan Suter,Dewgong,62.8,87,90,70,80,95,70,0.864238411,0.496688742,0.715231788,0.78807947,0.536423841,20.37926829,-0.8,3.4,1.1,0.4,0.879289941,0.258579882,0.885798817,0.737278107,0.556213018
Saku Maenalanen,Gastly,68.2,92,30,35,30,100,80,0.052980132,0.062913907,0.046357616,0.844370861,0.649006623,10.3328125,-4.9,-1,3.1,1,0.09112426,0.017159763,0.266272189,0.905325444,0.761538462
Sam Bennett,Weepinbell,75.1,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,17.40793651,3,-0.7,0.3,-0.5,0.666272189,0.692307692,0.315976331,0.600591716,0.18816568
Sam Carrick,Weedle,82.3,13,40,35,30,20,50,0.178807947,0.062913907,0.046357616,0.013245033,0.284768212,10.56538462,-2.8,-3.7,-1.1,-0.5,0.107692308,0.078698225,0.084023669,0.120118343,0.18816568
Sam Gagner,Goldeen,71.7,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,12.17083333,1.8,-0.4,-0.9,-0.1,0.221301775,0.601775148,0.359763314,0.144378698,0.340828402
Sam Lafferty,Ivysaur,64.4,2,60,62,63,80,60,0.476821192,0.367549669,0.463576159,0.655629139,0.413907285,14.60714286,1.2,-0.1,2.1,-0.1,0.41183432,0.54852071,0.418343195,0.850887574,0.340828402
Sam Reinhart,Ninetales,27.3,38,73,76,75,100,100,0.701986755,0.562913907,0.639072848,0.844370861,0.880794702,19.78170732,-1.5,4.8,7.7,1.8,0.843786982,0.170414201,0.950295858,0.98816568,0.89112426
Sam Steel,Machoke,53.1,67,80,100,70,50,45,0.778145695,0.844370861,0.586092715,0.294701987,0.225165563,14.96,5.3,0.4,-0.3,-0.8,0.44260355,0.803550296,0.513017751,0.250887574,0.120118343
Sammy Blais,Kabuto,42.5,140,30,80,90,45,55,0.052980132,0.602649007,0.804635762,0.221854305,0.337748344,11.79859155,0.7,1.8,-0.7,0.9,0.186982249,0.490532544,0.750295858,0.183431953,0.732544379
Samuel Bolduc,Growlithe,81.5,58,55,70,45,50,60,0.387417219,0.496688742,0.185430464,0.294701987,0.413907285,14.4,2.6,-1.3,-0.2,0.1,0.39408284,0.66035503,0.228402367,0.29704142,0.437278107
Samuel Fagemo,Charmander,70.6,4,39,52,43,50,65,0.132450331,0.261589404,0.152317881,0.294701987,0.466887417,7.855555556,0,-1.1,0,0.2,0.01183432,0.390532544,0.256804734,0.428994083,0.480473373
Samuel Girard,Tentacruel,61.2,73,80,70,65,120,100,0.778145695,0.496688742,0.503311258,0.947019868,0.880794702,21.49473684,2.5,-0.2,1.3,2.7,0.925443787,0.652071006,0.398224852,0.767455621,0.960946746
Samuel Walker,Staryu,54.2,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,10.6,-0.2,0.8,0,0.9,0.112426036,0.346745562,0.593491124,0.428994083,0.732544379
Scott Harrington,Ivysaur,72.6,2,60,62,63,80,60,0.476821192,0.367549669,0.463576159,0.655629139,0.413907285,16.43555556,1.2,0,1.1,-0.1,0.568047337,0.54852071,0.441420118,0.737278107,0.340828402
Scott Laughton,Grimer,81.2,88,80,80,50,40,25,0.778145695,0.602649007,0.264900662,0.165562914,0.033112583,18.28974359,3.9,-0.5,-0.7,-1.1,0.733727811,0.743195266,0.346153846,0.168047337,0.072781065
Scott Mayfield,Rhyhorn,46.3,111,80,85,95,30,25,0.778145695,0.715231788,0.844370861,0.069536424,0.033112583,20.9902439,1.9,4.6,-4.2,0,0.904142012,0.609467456,0.940236686,0.009467456,0.392307692
Sean Durzi,Vileplume,75.1,45,75,80,85,100,50,0.718543046,0.602649007,0.768211921,0.844370861,0.284768212,19.78888889,3,1.6,1.1,-0.5,0.844970414,0.692307692,0.733727811,0.737278107,0.18816568
Sean Farrell,Farfetch'd,85.3,83,52,65,55,58,60,0.357615894,0.430463576,0.341059603,0.397350993,0.413907285,13.86666667,-0.3,-0.8,-0.1,0.2,0.350295858,0.326035503,0.297633136,0.336094675,0.480473373
Sean Kuraly,Oddish,75.1,43,45,50,55,75,30,0.254966887,0.231788079,0.341059603,0.609271523,0.062913907,15.07323944,-1.8,-0.5,0.4,-1.3,0.450887574,0.14556213,0.346153846,0.626627219,0.055029586
Sean Monahan,Nidorina,68.5,30,70,62,67,55,56,0.678807947,0.367549669,0.543046358,0.367549669,0.374172185,17.368,0.3,0.2,-0.8,-0.3,0.66035503,0.437278107,0.479289941,0.159171598,0.253254438
Sean Walker,Growlithe,67.6,58,55,70,45,50,60,0.387417219,0.496688742,0.185430464,0.294701987,0.413907285,14.83571429,2.4,-0.7,-0.4,-0.3,0.433136095,0.646153846,0.315976331,0.238461538,0.253254438
Sebastian Aho,Mewtwo,62.2,150,106,110,90,154,130,0.960264901,0.92384106,0.804635762,1,0.986754967,19.49866667,17,0.6,4.5,2,0.826035503,0.984615385,0.555621302,0.949704142,0.914792899
Sebastian Aho (D),Scyther,56.5,123,70,110,80,55,105,0.678807947,0.92384106,0.715231788,0.367549669,0.92384106,16.76901408,4.7,5.6,-0.6,2.3,0.607100592,0.781065089,0.968639053,0.204733728,0.939053254
Seth Jarvis,Poliwhirl,40.3,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,16.20731707,1,3,-1.8,1.7,0.544378698,0.527218935,0.860946746,0.069822485,0.873964497
